order_id,carrier,tracking_number,ship_date,estimated_delivery,actual_delivery,delivery_status,shipping_cost
1648,Delhivery,TRK6523777296,2023-07-26,2023-07-31,2023-08-02,Delivered,170.83
1649,DTDC,TRK6563370140,2023-08-13,2023-08-17,2023-08-20,Delivered,99.74
1651,Delhivery,TRK0527810558,2022-11-03,2022-11-09,2022-11-09,Delivered,179.95
1652,FedEx India,TRK0002722142,2023-11-07,2023-11-13,2023-11-15,Delivered,231.74
1654,BlueDart,TRK5731609439,2022-05-26,2022-05-31,2022-06-02,Delivered,183.89
1655,Delhivery,TRK1368172031,2022-12-29,2023-01-01,,Shipped,207.18
1658,FedEx India,TRK3695528620,2023-07-23,2023-07-30,2023-07-29,Delivered,50.81
1659,Delhivery,TRK9297352595,2023-10-02,2023-10-05,2023-10-07,Delivered,79.88
1661,BlueDart,TRK3322273938,2022-09-19,2022-09-24,,Shipped,172.81
1662,Delhivery,TRK9920457353,2022-03-17,2022-03-21,,Shipped,40.1
1663,DTDC,TRK2366185076,2023-10-25,2023-10-30,2023-10-29,Delivered,142.4
1664,FedEx India,TRK1087082697,2024-04-21,2024-04-27,2024-04-30,Delivered,48.74
1666,BlueDart,TRK1823601071,2023-09-13,2023-09-19,2023-09-20,Delivered,179.54
1667,Delhivery,TRK2615838821,2023-12-05,2023-12-10,2023-12-11,Delivered,65.59
1669,BlueDart,TRK7648467357,2022-08-23,2022-08-27,2022-08-29,Delivered,122.33
1670,FedEx India,TRK4223322280,2022-08-17,2022-08-24,2022-08-25,Delivered,245.91
1671,Ekart,TRK1944258922,2022-06-30,2022-07-05,2022-07-07,Delivered,186.29
1672,BlueDart,TRK2560629535,2023-05-20,2023-05-23,2023-05-25,Delivered,175.83
1673,FedEx India,TRK0637311804,2022-10-19,2022-10-24,2022-10-26,Delivered,155.25
1674,Ekart,TRK6741307538,2022-06-25,2022-06-30,2022-06-30,Delivered,194.92
1675,FedEx India,TRK4185201362,2024-02-02,2024-02-06,,Shipped,75.74
1676,FedEx India,TRK6084639756,2024-05-21,2024-05-24,2024-05-25,Delivered,73.61
1677,BlueDart,TRK1547055491,2023-12-08,2023-12-13,2023-12-16,Delivered,63.71
1678,FedEx India,TRK2151641195,2023-01-25,2023-01-28,2023-01-27,Delivered,85.44
1680,FedEx India,TRK5640919693,2023-09-18,2023-09-24,2023-09-27,Delivered,162.03
1681,Delhivery,TRK9578752070,2024-03-29,2024-04-03,2024-04-03,Delivered,126.56
1684,BlueDart,TRK2042620197,2022-04-04,2022-04-07,,Shipped,214.06
1685,Delhivery,TRK1212413936,2022-04-07,2022-04-13,2022-04-14,Delivered,226.91
1687,Ekart,TRK9678976098,2023-11-26,2023-12-03,2023-12-06,Delivered,175.79
1688,FedEx India,TRK7312677319,2023-06-14,2023-06-21,,Shipped,245.74
1689,Ekart,TRK2276075988,2022-05-11,2022-05-17,2022-05-19,Delivered,116.44
1690,Delhivery,TRK9786533943,2024-02-06,2024-02-09,2024-02-12,Delivered,70.84
1691,DTDC,TRK1916543089,2022-12-23,2022-12-26,2022-12-26,Delivered,179.04
1693,DTDC,TRK5231202191,2023-09-17,2023-09-22,2023-09-25,Delivered,239.85
1694,Ekart,TRK5057644974,2024-02-24,2024-02-29,2024-03-03,Delivered,65.99
1695,BlueDart,TRK7000268764,2024-05-10,2024-05-14,2024-05-13,Delivered,157.55
1696,Ekart,TRK4867649797,2023-05-24,2023-05-27,2023-05-27,Delivered,52.94
1697,FedEx India,TRK4163656045,2023-11-28,2023-12-02,2023-12-01,Delivered,115.45
1698,Ekart,TRK0063553730,2022-05-02,2022-05-06,2022-05-07,Delivered,78.44
1699,Delhivery,TRK9649692771,2022-01-06,2022-01-09,,Shipped,192.73
1702,DTDC,TRK1952963530,2023-01-03,2023-01-08,2023-01-10,Delivered,76.57
1703,Delhivery,TRK5970255128,2022-04-22,2022-04-25,2022-04-25,Delivered,249.81
1704,Ekart,TRK2763643159,2022-01-11,2022-01-15,2022-01-16,Delivered,91.85
1706,BlueDart,TRK4898959654,2022-01-09,2022-01-13,2022-01-16,Delivered,129.02
1707,Delhivery,TRK6634544344,2023-02-11,2023-02-17,2023-02-19,Delivered,46.22
1709,DTDC,TRK1491699939,2024-05-12,2024-05-16,2024-05-19,Delivered,197.77
1710,Ekart,TRK3449743946,2022-01-09,2022-01-15,2022-01-17,Delivered,231.09
1711,Delhivery,TRK4088223095,2022-10-20,2022-10-27,2022-10-29,Delivered,142.23
1712,Delhivery,TRK8629739889,2022-02-03,2022-02-06,2022-02-08,Delivered,176.56
1719,Delhivery,TRK4132109720,2022-12-19,2022-12-22,2022-12-21,Delivered,90.63
1720,BlueDart,TRK2170754853,2023-05-10,2023-05-13,2023-05-14,Delivered,219.44
1721,DTDC,TRK4655792203,2022-09-14,2022-09-21,,Shipped,190.08
1724,Delhivery,TRK0044964612,2024-04-10,2024-04-15,2024-04-17,Delivered,208.91
1726,Ekart,TRK9390025121,2022-08-25,2022-08-30,2022-08-30,Delivered,130.77
1727,Delhivery,TRK3756589635,2022-05-31,2022-06-06,2022-06-09,Delivered,164.45
1728,DTDC,TRK9570861993,2022-02-25,2022-03-01,2022-03-03,Delivered,249.6
1729,Delhivery,TRK1458434566,2022-08-28,2022-09-01,2022-09-04,Delivered,155.69
1730,FedEx India,TRK3113885034,2023-03-15,2023-03-22,,Shipped,178.09
1732,DTDC,TRK2362203347,2022-02-19,2022-02-26,2022-03-01,Delivered,80.05
1733,DTDC,TRK4246310437,2022-11-29,2022-12-03,2022-12-03,Delivered,203.18
1734,BlueDart,TRK9686800852,2022-04-17,2022-04-23,2022-04-26,Delivered,44.48
1735,DTDC,TRK9469021774,2022-12-11,2022-12-15,2022-12-15,Delivered,113.98
1737,FedEx India,TRK1743043502,2024-04-12,2024-04-16,2024-04-15,Delivered,149.42
1738,BlueDart,TRK3850228946,2022-09-03,2022-09-10,,Shipped,89.41
1739,BlueDart,TRK6527523328,2024-06-30,2024-07-06,2024-07-09,Delivered,164.57
1740,DTDC,TRK2930202569,2022-02-15,2022-02-19,2022-02-20,Delivered,92.38
1741,DTDC,TRK1330303346,2023-12-26,2023-12-29,2023-12-30,Delivered,41.44
1742,BlueDart,TRK7711675076,2023-09-29,2023-10-02,2023-10-04,Delivered,140.69
1743,Ekart,TRK2799553024,2022-07-29,2022-08-05,2022-08-08,Delivered,232.95
1744,DTDC,TRK5301239847,2023-03-08,2023-03-13,2023-03-16,Delivered,167.98
1746,DTDC,TRK2303420284,2023-01-11,2023-01-16,2023-01-18,Delivered,119.36
1747,Delhivery,TRK7190172224,2022-03-14,2022-03-20,2022-03-20,Delivered,201.43
1748,Ekart,TRK0507648717,2024-03-23,2024-03-26,2024-03-27,Delivered,231.51
1749,Ekart,TRK7546199240,2022-05-14,2022-05-21,2022-05-22,Delivered,156.01
1750,FedEx India,TRK6583872725,2023-12-14,2023-12-18,2023-12-18,Delivered,229.05
1751,Delhivery,TRK8122590956,2024-06-12,2024-06-17,2024-06-16,Delivered,81.19
1752,Ekart,TRK6844823733,2023-06-09,2023-06-12,2023-06-13,Delivered,168.59
1753,Ekart,TRK7912121101,2022-08-02,2022-08-05,2022-08-08,Delivered,126.83
1754,DTDC,TRK8780358690,2023-12-16,2023-12-19,2023-12-18,Delivered,165.3
1755,DTDC,TRK1707403925,2024-01-10,2024-01-15,2024-01-14,Delivered,181.23
1756,BlueDart,TRK1999452951,2023-12-28,2024-01-03,2024-01-04,Delivered,194.17
1757,Delhivery,TRK7122276433,2023-07-03,2023-07-06,2023-07-07,Delivered,53.63
1758,Delhivery,TRK8722054221,2024-06-25,2024-06-29,2024-06-29,Delivered,89.82
1759,DTDC,TRK6265496330,2022-02-24,2022-03-02,,Shipped,217.09
1760,FedEx India,TRK8334447048,2023-07-03,2023-07-07,2023-07-07,Delivered,85.46
1761,BlueDart,TRK8789950470,2023-01-14,2023-01-18,2023-01-21,Delivered,56.84
1762,Ekart,TRK2059685195,2024-01-13,2024-01-20,2024-01-23,Delivered,197.52
1764,BlueDart,TRK3774926632,2022-10-16,2022-10-22,2022-10-23,Delivered,224.24
1766,FedEx India,TRK9563427775,2023-12-07,2023-12-11,2023-12-13,Delivered,197.33
1767,DTDC,TRK2259206165,2023-10-14,2023-10-18,,Shipped,199.06
1768,Delhivery,TRK8129205922,2022-11-30,2022-12-03,2022-12-02,Delivered,104.22
1769,FedEx India,TRK9411563029,2024-02-11,2024-02-14,2024-02-13,Delivered,249.23
1770,DTDC,TRK5596363726,2023-03-23,2023-03-27,2023-03-27,Delivered,51.31
1771,BlueDart,TRK2942066154,2023-04-19,2023-04-24,2023-04-27,Delivered,226.61
1772,BlueDart,TRK9808513313,2024-01-18,2024-01-22,2024-01-25,Delivered,60.06
1773,Ekart,TRK8004983211,2024-06-26,2024-07-02,2024-07-03,Delivered,154.9
1774,Delhivery,TRK2212154815,2022-03-16,2022-03-19,2022-03-18,Delivered,232.72
1777,Ekart,TRK8268687640,2023-01-30,2023-02-06,2023-02-06,Delivered,103.96
1778,Delhivery,TRK1918548806,2022-02-15,2022-02-22,2022-02-21,Delivered,134.03
1779,FedEx India,TRK4420062987,2023-10-08,2023-10-13,2023-10-15,Delivered,53.16
1780,Delhivery,TRK7873585664,2023-07-12,2023-07-19,,Shipped,133.58
1781,FedEx India,TRK6419623421,2022-07-28,2022-07-31,2022-08-01,Delivered,159.25
1782,BlueDart,TRK9262213204,2022-06-19,2022-06-22,2022-06-22,Delivered,179.6
1783,DTDC,TRK1042948314,2023-07-13,2023-07-17,,Shipped,175.29
1784,Delhivery,TRK7891179726,2024-04-26,2024-04-30,2024-04-30,Delivered,104.43
1786,BlueDart,TRK9999498128,2022-01-26,2022-01-29,2022-01-31,Delivered,115.86
1787,BlueDart,TRK3180036660,2022-10-22,2022-10-27,2022-10-29,Delivered,40.41
1789,Delhivery,TRK2000532853,2022-08-21,2022-08-26,2022-08-25,Delivered,81.85
1790,DTDC,TRK8631050524,2022-12-10,2022-12-15,2022-12-16,Delivered,241.61
1791,DTDC,TRK3838058269,2022-06-07,2022-06-12,2022-06-12,Delivered,49.94
1792,Ekart,TRK2990076862,2023-11-28,2023-12-02,2023-12-02,Delivered,165.33
1793,DTDC,TRK7633283896,2024-04-19,2024-04-25,2024-04-25,Delivered,177.96
1794,FedEx India,TRK3376185186,2023-11-11,2023-11-14,2023-11-17,Delivered,208.15
1795,FedEx India,TRK2671368410,2024-03-31,2024-04-07,2024-04-10,Delivered,144.33
1796,DTDC,TRK1328233921,2024-03-09,2024-03-15,,Shipped,128.94
1798,DTDC,TRK8835279187,2023-08-17,2023-08-20,2023-08-20,Delivered,145.02
1800,FedEx India,TRK5067761065,2022-11-26,2022-11-29,2022-11-29,Delivered,205.87
1803,Delhivery,TRK9208814319,2023-07-09,2023-07-12,2023-07-15,Delivered,243.9
1804,FedEx India,TRK2797617815,2023-02-01,2023-02-07,2023-02-07,Delivered,48.76
1805,Ekart,TRK9698384572,2024-03-08,2024-03-12,,Shipped,48.16
1806,FedEx India,TRK0266568629,2022-08-30,2022-09-06,2022-09-07,Delivered,107.01
1807,DTDC,TRK5912573498,2023-01-09,2023-01-16,2023-01-15,Delivered,175.49
1808,FedEx India,TRK9925539460,2022-12-27,2022-12-31,2023-01-01,Delivered,63.83
1810,FedEx India,TRK7429907472,2022-08-21,2022-08-24,2022-08-26,Delivered,241.99
1811,BlueDart,TRK9669417996,2023-12-25,2023-12-31,2024-01-01,Delivered,192.86
1812,Ekart,TRK7080897474,2023-03-12,2023-03-15,2023-03-16,Delivered,224.04
1813,FedEx India,TRK8599464183,2022-03-20,2022-03-25,2022-03-28,Delivered,80.47
1814,DTDC,TRK9841673478,2022-06-01,2022-06-08,2022-06-09,Delivered,90.07
1816,Ekart,TRK5369881649,2023-04-30,2023-05-04,,Shipped,46.92
1817,FedEx India,TRK8044509286,2022-11-05,2022-11-12,2022-11-12,Delivered,201.11
1818,FedEx India,TRK0521026270,2023-10-24,2023-10-30,,Shipped,57.04
1819,DTDC,TRK6648900824,2024-06-23,2024-06-28,,Shipped,46.53
1820,DTDC,TRK8458130889,2022-06-15,2022-06-22,2022-06-23,Delivered,217.96
1821,BlueDart,TRK8305748839,2023-04-12,2023-04-16,2023-04-15,Delivered,195.17
1822,Ekart,TRK9741856302,2022-11-12,2022-11-16,,Shipped,136.31
1823,Ekart,TRK7500030566,2022-04-06,2022-04-09,2022-04-10,Delivered,115.4
1824,Ekart,TRK1995305641,2023-09-29,2023-10-04,2023-10-04,Delivered,181.49
1825,FedEx India,TRK8493784679,2023-07-29,2023-08-01,,Shipped,134.54
1826,FedEx India,TRK0870187260,2023-05-07,2023-05-14,2023-05-16,Delivered,135.77
1827,Delhivery,TRK0136510344,2022-06-21,2022-06-28,2022-07-01,Delivered,234.7
1828,BlueDart,TRK4429906745,2022-10-07,2022-10-11,2022-10-10,Delivered,200.08
1829,BlueDart,TRK6865240622,2024-05-19,2024-05-22,2024-05-24,Delivered,203.72
1830,BlueDart,TRK1559967256,2022-04-22,2022-04-25,2022-04-28,Delivered,105.17
1831,DTDC,TRK2221905334,2022-11-14,2022-11-18,2022-11-19,Delivered,124.53
1832,Ekart,TRK7047476484,2022-09-06,2022-09-12,2022-09-15,Delivered,185.5
1833,DTDC,TRK5593965213,2024-03-21,2024-03-24,2024-03-25,Delivered,155.91
1834,Ekart,TRK8350712455,2022-11-15,2022-11-18,2022-11-21,Delivered,127.87
1835,Ekart,TRK3129003622,2023-02-13,2023-02-19,2023-02-19,Delivered,201.61
1838,DTDC,TRK1173277264,2024-03-06,2024-03-09,2024-03-10,Delivered,158.22
1840,BlueDart,TRK8839585585,2023-12-02,2023-12-05,2023-12-04,Delivered,209.09
1842,Delhivery,TRK2294252516,2024-01-09,2024-01-15,2024-01-17,Delivered,203.5
1843,BlueDart,TRK1857591710,2023-09-17,2023-09-21,,Shipped,108.52
1844,BlueDart,TRK5080549147,2022-12-17,2022-12-22,2022-12-23,Delivered,87.07
1846,DTDC,TRK7447353524,2023-09-20,2023-09-24,,Shipped,68.27
1849,FedEx India,TRK7841715949,2022-11-21,2022-11-27,2022-11-30,Delivered,158.92
1850,BlueDart,TRK7344930537,2023-08-16,2023-08-21,2023-08-24,Delivered,210.37
1851,Delhivery,TRK8803318361,2024-03-02,2024-03-05,2024-03-06,Delivered,207.6
1852,FedEx India,TRK1338926087,2024-06-19,2024-06-22,2024-06-24,Delivered,132.89
1853,Ekart,TRK8828152787,2023-08-09,2023-08-16,2023-08-19,Delivered,160.42
1856,BlueDart,TRK3048625152,2023-03-02,2023-03-09,2023-03-09,Delivered,99.56
1857,Delhivery,TRK1746535378,2022-02-15,2022-02-22,,Shipped,65.45
1858,Ekart,TRK0189156734,2022-09-09,2022-09-12,,Shipped,147.45
1859,Ekart,TRK4671776296,2022-04-19,2022-04-23,2022-04-23,Delivered,57.58
1860,BlueDart,TRK9143362999,2022-03-18,2022-03-24,2022-03-25,Delivered,60.35
1861,DTDC,TRK4664509999,2023-04-24,2023-04-30,2023-05-01,Delivered,164.88
1862,DTDC,TRK0010898573,2022-04-23,2022-04-26,2022-04-26,Delivered,96.96
1864,DTDC,TRK9083521189,2022-11-23,2022-11-27,2022-11-27,Delivered,114.36
1865,Ekart,TRK6844246488,2024-02-02,2024-02-08,2024-02-09,Delivered,45.95
1867,Delhivery,TRK4997957285,2023-08-06,2023-08-12,2023-08-12,Delivered,106.19
1868,Ekart,TRK7595828190,2024-04-08,2024-04-11,2024-04-10,Delivered,212.54
1869,BlueDart,TRK2217978912,2022-02-26,2022-03-01,2022-02-28,Delivered,164.29
1870,DTDC,TRK4883971705,2023-03-13,2023-03-17,2023-03-16,Delivered,119.63
1871,Delhivery,TRK9844514367,2022-03-13,2022-03-17,2022-03-19,Delivered,176.42
1873,Delhivery,TRK2868112303,2022-09-24,2022-09-27,2022-09-28,Delivered,222.94
1874,DTDC,TRK8856811939,2023-03-16,2023-03-21,2023-03-22,Delivered,74.43
1875,FedEx India,TRK7814590099,2023-03-08,2023-03-12,2023-03-13,Delivered,211.42
1876,BlueDart,TRK2177905528,2023-12-17,2023-12-21,2023-12-22,Delivered,202.74
1877,Ekart,TRK6693351588,2022-01-12,2022-01-18,2022-01-17,Delivered,242.3
1878,Ekart,TRK0705326011,2023-11-18,2023-11-25,2023-11-28,Delivered,190.24
1879,BlueDart,TRK9391038297,2024-01-24,2024-01-28,,Shipped,126.75
1882,DTDC,TRK4255136090,2024-01-13,2024-01-18,2024-01-19,Delivered,106.06
1883,DTDC,TRK8581810450,2022-05-11,2022-05-18,,Shipped,243.96
1884,FedEx India,TRK2437361587,2022-02-10,2022-02-14,2022-02-17,Delivered,117.44
1885,Ekart,TRK3662713589,2024-03-04,2024-03-09,2024-03-12,Delivered,161.91
1887,Ekart,TRK6933539005,2024-04-14,2024-04-18,2024-04-18,Delivered,68.05
1889,Ekart,TRK8561547315,2023-03-03,2023-03-08,2023-03-11,Delivered,88.3
1891,Ekart,TRK6639792551,2023-04-18,2023-04-21,2023-04-21,Delivered,239.29
1892,Ekart,TRK1643690283,2023-07-13,2023-07-17,2023-07-20,Delivered,148.75
1893,DTDC,TRK7727028966,2023-11-29,2023-12-05,2023-12-06,Delivered,49.57
1894,DTDC,TRK6053428164,2024-05-30,2024-06-06,2024-06-05,Delivered,163.04
1895,Ekart,TRK4161019753,2022-04-03,2022-04-08,,Shipped,94.44
1896,DTDC,TRK5846405103,2023-05-25,2023-05-30,,Shipped,77.98
1897,Ekart,TRK8802730427,2023-10-13,2023-10-19,2023-10-21,Delivered,93.15
1899,Delhivery,TRK6362814447,2023-07-22,2023-07-28,2023-07-29,Delivered,206.81
1900,BlueDart,TRK1893953096,2022-05-09,2022-05-14,2022-05-16,Delivered,99.29
1901,FedEx India,TRK9067649092,2023-10-24,2023-10-30,,Shipped,41.83
1903,FedEx India,TRK2884987455,2023-11-09,2023-11-16,2023-11-16,Delivered,121.94
1904,Ekart,TRK1358727174,2023-03-03,2023-03-07,2023-03-09,Delivered,116.47
1907,FedEx India,TRK3068811640,2023-02-06,2023-02-12,2023-02-14,Delivered,164.68
1910,BlueDart,TRK3439881873,2023-06-16,2023-06-21,2023-06-23,Delivered,44.35
1911,Ekart,TRK8775833364,2022-05-11,2022-05-14,2022-05-13,Delivered,226.05
1913,Ekart,TRK7704130909,2022-11-28,2022-12-04,2022-12-04,Delivered,220.54
1916,BlueDart,TRK1538602826,2024-02-02,2024-02-06,,Shipped,166.64
1917,FedEx India,TRK2542041231,2023-01-03,2023-01-09,2023-01-08,Delivered,160.44
1918,DTDC,TRK9057720441,2022-07-19,2022-07-23,2022-07-24,Delivered,138.43
1919,Ekart,TRK0079419324,2024-03-18,2024-03-22,2024-03-24,Delivered,239.96
1921,BlueDart,TRK5381097941,2024-06-09,2024-06-12,2024-06-14,Delivered,102.3
1922,Ekart,TRK2248709872,2022-04-23,2022-04-29,2022-04-28,Delivered,85.7
1923,FedEx India,TRK6496322517,2022-03-22,2022-03-26,2022-03-29,Delivered,102.4
1924,Delhivery,TRK4224043261,2023-02-08,2023-02-15,2023-02-16,Delivered,239.02
1925,Delhivery,TRK1890034686,2023-10-05,2023-10-12,2023-10-15,Delivered,115.07
1926,DTDC,TRK1630702867,2022-11-20,2022-11-23,,Shipped,205.14
1927,Ekart,TRK2020095366,2022-11-05,2022-11-10,2022-11-13,Delivered,126.97
1930,Ekart,TRK2195368900,2023-06-21,2023-06-26,,Shipped,166.94
1931,FedEx India,TRK5779500173,2023-07-06,2023-07-13,2023-07-14,Delivered,216.97
1932,BlueDart,TRK2590073971,2024-06-07,2024-06-11,2024-06-13,Delivered,192.28
1933,BlueDart,TRK3072211386,2022-08-16,2022-08-21,2022-08-21,Delivered,132.28
1934,Ekart,TRK9087167221,2022-10-11,2022-10-15,2022-10-15,Delivered,218.5
1935,Delhivery,TRK0454617192,2023-10-31,2023-11-04,2023-11-04,Delivered,165.94
1938,DTDC,TRK8170744360,2022-04-18,2022-04-22,2022-04-24,Delivered,121.37
1940,Ekart,TRK2344225216,2023-03-12,2023-03-17,2023-03-16,Delivered,200.95
1941,DTDC,TRK0252394120,2022-04-22,2022-04-27,,Shipped,192.96
1945,FedEx India,TRK9447726903,2022-12-29,2023-01-03,2023-01-02,Delivered,56.96
1947,BlueDart,TRK2655132761,2023-11-06,2023-11-10,2023-11-13,Delivered,56.69
1948,Delhivery,TRK7948024559,2022-01-11,2022-01-16,2022-01-15,Delivered,236.92
1949,Ekart,TRK8516021191,2023-04-25,2023-05-02,2023-05-02,Delivered,47.95
1950,FedEx India,TRK5891268649,2022-03-12,2022-03-17,2022-03-20,Delivered,114.87
1951,DTDC,TRK8647868623,2022-04-19,2022-04-23,2022-04-25,Delivered,203.77
1953,Delhivery,TRK7600884474,2023-03-10,2023-03-16,,Shipped,206.86
1954,Ekart,TRK0837819190,2022-07-23,2022-07-30,2022-07-30,Delivered,106.85
1955,Delhivery,TRK7499216400,2023-03-09,2023-03-13,2023-03-15,Delivered,80.64
1956,FedEx India,TRK6983692353,2023-09-01,2023-09-07,2023-09-10,Delivered,242.31
1958,Ekart,TRK4848647082,2023-04-20,2023-04-27,2023-04-27,Delivered,56.76
1959,BlueDart,TRK1398654622,2023-06-26,2023-06-29,2023-06-28,Delivered,68.97
1962,Delhivery,TRK0212372055,2022-11-19,2022-11-25,2022-11-25,Delivered,54.22
1963,FedEx India,TRK0330000886,2023-04-14,2023-04-19,2023-04-22,Delivered,120.93
1964,DTDC,TRK3467391900,2024-05-16,2024-05-22,2024-05-23,Delivered,85.48
1966,DTDC,TRK8899114160,2024-06-02,2024-06-07,,Shipped,229.55
1967,Ekart,TRK0916923273,2022-07-16,2022-07-19,,Shipped,243.61
1969,Delhivery,TRK7989790608,2022-02-15,2022-02-18,2022-02-21,Delivered,159.24
1970,BlueDart,TRK5481867463,2023-12-07,2023-12-14,,Shipped,135.17
1971,FedEx India,TRK0009984336,2022-05-25,2022-06-01,2022-06-02,Delivered,50.87
1973,Delhivery,TRK1137118151,2022-05-07,2022-05-11,2022-05-13,Delivered,134.35
1975,Delhivery,TRK9854582942,2022-08-21,2022-08-25,2022-08-28,Delivered,140.03
1977,BlueDart,TRK0340153534,2024-05-28,2024-05-31,2024-06-01,Delivered,148.61
1978,BlueDart,TRK6607569994,2022-03-04,2022-03-10,2022-03-11,Delivered,167.37
1979,BlueDart,TRK4946672010,2023-02-02,2023-02-06,2023-02-08,Delivered,154.26
1981,Delhivery,TRK8240281822,2022-11-17,2022-11-24,,Shipped,52.35
1984,DTDC,TRK3879402620,2022-07-13,2022-07-16,2022-07-19,Delivered,177.59
1985,Ekart,TRK8581745273,2024-06-10,2024-06-14,2024-06-13,Delivered,149.71
1986,Ekart,TRK5364235700,2022-04-22,2022-04-26,,Shipped,91.52
1987,Delhivery,TRK4129182851,2022-07-14,2022-07-20,2022-07-19,Delivered,67.6
1988,FedEx India,TRK8161255904,2022-12-28,2023-01-02,2023-01-05,Delivered,230.46
1989,Ekart,TRK6100792304,2022-08-09,2022-08-15,2022-08-16,Delivered,64.15
1990,Delhivery,TRK6600128382,2022-02-26,2022-03-05,2022-03-04,Delivered,81.52
1991,BlueDart,TRK7101232961,2023-01-28,2023-02-04,,Shipped,150.41
1992,BlueDart,TRK5120485076,2023-02-19,2023-02-22,2023-02-25,Delivered,99.43
1993,Ekart,TRK6534460422,2023-06-18,2023-06-23,2023-06-22,Delivered,75.55
1994,FedEx India,TRK7634601915,2022-04-25,2022-04-29,2022-04-28,Delivered,49.89
1995,Ekart,TRK3057347243,2022-10-03,2022-10-10,2022-10-12,Delivered,143.66
1996,FedEx India,TRK5861768225,2024-06-25,2024-07-01,,Shipped,108.15
1997,BlueDart,TRK1272670866,2022-04-16,2022-04-19,2022-04-22,Delivered,111.14
1999,DTDC,TRK6562241976,2023-09-05,2023-09-10,2023-09-09,Delivered,102.3
2000,FedEx India,TRK8784947712,2023-12-20,2023-12-24,,Shipped,122.07
2001,FedEx India,TRK9035006184,2023-12-08,2023-12-14,2023-12-14,Delivered,133.52
2002,BlueDart,TRK8974223543,2022-07-13,2022-07-18,2022-07-17,Delivered,153.44
2003,Delhivery,TRK4046682121,2023-11-16,2023-11-20,2023-11-19,Delivered,104.78
2005,Ekart,TRK5649525492,2022-01-13,2022-01-20,2022-01-21,Delivered,200.74
2006,DTDC,TRK0644111973,2024-06-14,2024-06-19,2024-06-21,Delivered,70.71
2007,Ekart,TRK8818273063,2023-08-06,2023-08-11,,Shipped,179.1
2008,BlueDart,TRK4359488218,2023-06-03,2023-06-07,2023-06-10,Delivered,229.89
2011,BlueDart,TRK8496806640,2023-01-11,2023-01-17,2023-01-19,Delivered,93.85
2013,DTDC,TRK5110212543,2023-12-06,2023-12-13,2023-12-16,Delivered,181.12
2014,DTDC,TRK4123016049,2024-05-29,2024-06-05,2024-06-06,Delivered,151.91
2015,BlueDart,TRK8603721860,2022-09-10,2022-09-17,2022-09-16,Delivered,241.12
2016,DTDC,TRK0320319789,2022-08-01,2022-08-07,,Shipped,175.58
2017,BlueDart,TRK9901140034,2023-10-19,2023-10-23,2023-10-25,Delivered,100.84
2019,FedEx India,TRK7131719786,2023-06-27,2023-07-03,2023-07-06,Delivered,89.59
2020,Delhivery,TRK0162590841,2023-02-07,2023-02-14,2023-02-17,Delivered,227.48
2021,Delhivery,TRK9478550113,2023-08-19,2023-08-25,2023-08-24,Delivered,55.22
2023,BlueDart,TRK7535821072,2022-12-24,2022-12-31,2022-12-31,Delivered,224.55
2024,FedEx India,TRK8878072790,2022-06-02,2022-06-07,2022-06-08,Delivered,181.92
2025,DTDC,TRK3716160881,2023-10-04,2023-10-08,2023-10-09,Delivered,246.26
2028,Ekart,TRK9722399647,2022-01-09,2022-01-12,2022-01-13,Delivered,132.48
2029,Ekart,TRK7183753076,2022-09-16,2022-09-22,2022-09-25,Delivered,82.19
2031,FedEx India,TRK8102480855,2024-01-02,2024-01-09,2024-01-11,Delivered,118.39
2032,BlueDart,TRK7800244323,2022-03-25,2022-03-31,2022-04-03,Delivered,69.31
2035,Ekart,TRK6221690696,2023-08-02,2023-08-06,2023-08-08,Delivered,240.09
2037,DTDC,TRK8574670675,2022-07-26,2022-07-29,2022-07-29,Delivered,116.48
2038,BlueDart,TRK1691395215,2023-10-07,2023-10-10,2023-10-10,Delivered,219.05
2039,FedEx India,TRK0164261070,2024-05-04,2024-05-11,2024-05-12,Delivered,136.15
2040,Delhivery,TRK3350842431,2022-11-20,2022-11-25,2022-11-28,Delivered,64.18
2041,DTDC,TRK9839248481,2022-12-30,2023-01-04,2023-01-04,Delivered,111.49
2044,BlueDart,TRK3004169105,2022-09-08,2022-09-11,2022-09-10,Delivered,161.87
2046,FedEx India,TRK3021516758,2022-05-11,2022-05-17,2022-05-20,Delivered,84.7
2047,Ekart,TRK6463395348,2024-06-15,2024-06-19,2024-06-18,Delivered,82.46
2049,Delhivery,TRK1105014764,2024-04-22,2024-04-26,2024-04-28,Delivered,111.06
2050,FedEx India,TRK2789615738,2022-03-05,2022-03-12,2022-03-15,Delivered,107.87
2051,DTDC,TRK5512817751,2024-01-07,2024-01-14,2024-01-17,Delivered,249.57
2055,BlueDart,TRK2395978155,2022-03-13,2022-03-19,2022-03-18,Delivered,194.64
2056,DTDC,TRK4260972360,2022-04-12,2022-04-15,2022-04-14,Delivered,144.73
2057,DTDC,TRK2446546772,2023-06-03,2023-06-08,2023-06-08,Delivered,91.98
2058,BlueDart,TRK0517107308,2023-02-20,2023-02-23,2023-02-24,Delivered,193.98
2059,Ekart,TRK7156478370,2024-05-21,2024-05-27,2024-05-28,Delivered,227.26
2060,BlueDart,TRK3175438027,2023-11-06,2023-11-12,,Shipped,157.56
